"DateTime","Players","Flags","Twitch Viewers"
"2017-04-20 00:00:00",34123,,15031
"2017-04-21 00:00:00",41322,,8189
"2017-04-22 00:00:00",43843,,8464
"2017-04-23 00:00:00",41425,,9745
"2017-04-24 00:00:00",32632,,10109
"2017-04-25 00:00:00",31724,,13988
"2017-04-26 00:00:00",31812,,8604
"2017-04-27 00:00:00",27318,,17637
"2017-04-28 00:00:00",38046,,10403
"2017-04-29 00:00:00",40762,,10162
"2017-04-30 00:00:00",39098,,8844
"2017-05-01 00:00:00",34663,,7508
"2017-05-02 00:00:00",29560,,14655
"2017-05-03 00:00:00",32770,,10043
"2017-05-04 00:00:00",31659,,12127
"2017-05-05 00:00:00",36446,,7877
"2017-05-06 00:00:00",41734,,8090
"2017-05-07 00:00:00",38679,,14260
"2017-05-08 00:00:00",32644,,9635
"2017-05-09 00:00:00",32496,,8422
"2017-05-10 00:00:00",32427,,7598
"2017-05-11 00:00:00",31080,,13806
"2017-05-12 00:00:00",38553,,8030
"2017-05-13 00:00:00",42961,,11018
"2017-05-14 00:00:00",39438,,8442
"2017-05-15 00:00:00",30307,,9299
"2017-05-16 00:00:00",31276,,9121
"2017-05-17 00:00:00",28084,,9062
"2017-05-18 00:00:00",31227,,8357
"2017-05-19 00:00:00",38575,,6490
"2017-05-20 00:00:00",44112,,19117
"2017-05-21 00:00:00",41247,,42521
"2017-05-22 00:00:00",34149,,7349
"2017-05-23 00:00:00",35380,,6291
"2017-05-24 00:00:00",33858,,9476
"2017-05-25 00:00:00",37099,,8216
"2017-05-26 00:00:00",36806,,8623
"2017-05-27 00:00:00",42580,,7992
"2017-05-28 00:00:00",41757,,8263
"2017-05-29 00:00:00",37841,,9868
"2017-05-30 00:00:00",34362,,8292
"2017-05-31 00:00:00",33716,,6912
"2017-06-01 00:00:00",32332,,11749
"2017-06-02 00:00:00",37401,,7758
"2017-06-03 00:00:00",41789,,8687
"2017-06-04 00:00:00",39881,,14092
"2017-06-05 00:00:00",32524,,7405
"2017-06-06 00:00:00",41872,,8443
"2017-06-07 00:00:00",36008,,11853
"2017-06-08 00:00:00",38813,,8552
"2017-06-09 00:00:00",40013,,12119
"2017-06-10 00:00:00",43245,,7847
"2017-06-11 00:00:00",39932,,10765
"2017-06-12 00:00:00",33613,,6248
"2017-06-13 00:00:00",33401,,8502
"2017-06-14 00:00:00",33488,,6964
"2017-06-15 00:00:00",34020,,14184
"2017-06-16 00:00:00",37120,,6753
"2017-06-17 00:00:00",39479,,12331
"2017-06-18 00:00:00",36015,,10680
"2017-06-19 00:00:00",31938,,9388
"2017-06-20 00:00:00",33326,,15550
"2017-06-21 00:00:00",34105,,12849
"2017-06-22 00:00:00",33281,,13215
"2017-06-23 00:00:00",36018,,9269
"2017-06-24 00:00:00",39512,,8595
"2017-06-25 00:00:00",37887,,10171
"2017-06-26 00:00:00",34256,,11536
"2017-06-27 00:00:00",36331,,15473
"2017-06-28 00:00:00",36339,,12122
"2017-06-29 00:00:00",36616,,12714
"2017-06-30 00:00:00",39700,,11178
"2017-07-01 00:00:00",40825,,15434
"2017-07-02 00:00:00",40708,,9288
"2017-07-03 00:00:00",37191,,7313
"2017-07-04 00:00:00",38908,,12109
"2017-07-05 00:00:00",40157,,10721
"2017-07-06 00:00:00",32907,,12777
"2017-07-07 00:00:00",40187,,10109
"2017-07-08 00:00:00",40925,,7301
"2017-07-09 00:00:00",40866,,9082
"2017-07-10 00:00:00",38919,,8472
"2017-07-11 00:00:00",40072,,15744
"2017-07-12 00:00:00",40185,,14410
"2017-07-13 00:00:00",39358,,12836
"2017-07-14 00:00:00",39883,,10092
"2017-07-15 00:00:00",40710,,9737
"2017-07-16 00:00:00",40948,,11754
"2017-07-17 00:00:00",37202,,11199
"2017-07-18 00:00:00",41428,,17247
"2017-07-19 00:00:00",47328,,19214
"2017-07-20 00:00:00",44865,,26039
"2017-07-21 00:00:00",45400,,19050
"2017-07-22 00:00:00",44982,,6994
"2017-07-23 00:00:00",45683,,8847
"2017-07-24 00:00:00",46943,,11822
"2017-07-25 00:00:00",44500,,16106
"2017-07-26 00:00:00",43782,,27820
"2017-07-27 00:00:00",45642,,13963
"2017-07-28 00:00:00",42977,,10605
"2017-07-29 00:00:00",44938,,12151
"2017-07-30 00:00:00",44341,,16363
"2017-07-31 00:00:00",43001,,10078
"2017-08-01 00:00:00",44625,,13881
"2017-08-02 00:00:00",43815,,9311
"2017-08-03 00:00:00",43416,,11051
"2017-08-04 00:00:00",42986,,11457
"2017-08-05 00:00:00",46276,,11744
"2017-08-06 00:00:00",45979,,8844
"2017-08-07 00:00:00",42329,,10330
"2017-08-08 00:00:00",43224,,11865
"2017-08-09 00:00:00",41609,,13869
"2017-08-10 00:00:00",45223,,14419
"2017-08-11 00:00:00",45045,,9457
"2017-08-12 00:00:00",47407,,10044
"2017-08-13 00:00:00",47100,,12447
"2017-08-14 00:00:00",44519,,18124
"2017-08-15 00:00:00",46707,,10592
"2017-08-16 00:00:00",45407,,10685
"2017-08-17 00:00:00",45989,,10434
"2017-08-18 00:00:00",46772,,10126
"2017-08-19 00:00:00",49317,,10095
"2017-08-20 00:00:00",52824,,11832
"2017-08-21 00:00:00",44338,,7444
"2017-08-22 00:00:00",45610,,7164
"2017-08-23 00:00:00",48113,,12427
"2017-08-24 00:00:00",46362,,7403
"2017-08-25 00:00:00",61243,,29103
"2017-08-26 00:00:00",71400,,35180
"2017-08-27 00:00:00",73864,,10803
"2017-08-28 00:00:00",56503,,9892
"2017-08-29 00:00:00",56919,,13216
"2017-08-30 00:00:00",52762,,13114
"2017-08-31 00:00:00",50562,,10066
"2017-09-01 00:00:00",55089,,13384
"2017-09-02 00:00:00",60044,,10548
"2017-09-03 00:00:00",56966,,14743
"2017-09-04 00:00:00",50387,,15977
"2017-09-05 00:00:00",49224,,22508
"2017-09-06 00:00:00",61969,,21272
"2017-09-07 00:00:00",60038,,14874
"2017-09-08 00:00:00",63409,,43306
"2017-09-09 00:00:00",70963,,42148
"2017-09-10 00:00:00",67816,,15830
"2017-09-11 00:00:00",51417,,24755
"2017-09-12 00:00:00",54074,,16929
"2017-09-13 00:00:00",56361,,33140
"2017-09-14 00:00:00",52066,,11917
"2017-09-15 00:00:00",63555,,35498
"2017-09-16 00:00:00",67376,,36957
"2017-09-17 00:00:00",62374,,17075
"2017-09-18 00:00:00",45734,,38850
"2017-09-19 00:00:00",44249,,44124
"2017-09-20 00:00:00",50664,,37549
"2017-09-21 00:00:00",48481,,28057
"2017-09-22 00:00:00",53989,,33239
"2017-09-23 00:00:00",62385,,42009
"2017-09-24 00:00:00",60212,,10945
"2017-09-25 00:00:00",42692,,45720
"2017-09-26 00:00:00",42612,,45911
"2017-09-27 00:00:00",45246,,25527
"2017-09-28 00:00:00",41854,,18949
"2017-09-29 00:00:00",51542,,16861
"2017-09-30 00:00:00",62054,,21795
"2017-10-01 00:00:00",57167,,17136
"2017-10-02 00:00:00",49812,,45178
"2017-10-03 00:00:00",52916,,48619
"2017-10-04 00:00:00",46581,,14137
"2017-10-05 00:00:00",48899,,14061
"2017-10-06 00:00:00",51618,,13365
"2017-10-07 00:00:00",60052,,40659
"2017-10-08 00:00:00",54896,,12735
"2017-10-09 00:00:00",42914,,34552
"2017-10-10 00:00:00",41356,,16787
"2017-10-11 00:00:00",40974,,15380
"2017-10-12 00:00:00",40959,,11183
"2017-10-13 00:00:00",47892,,9418
"2017-10-14 00:00:00",54539,,9370
"2017-10-15 00:00:00",49446,,7363
"2017-10-16 00:00:00",37049,,31457
"2017-10-17 00:00:00",40572,,18866
"2017-10-18 00:00:00",38731,,24881
"2017-10-19 00:00:00",37556,,25578
"2017-10-20 00:00:00",47256,,9577
"2017-10-21 00:00:00",55693,,11726
"2017-10-22 00:00:00",49840,,14070
"2017-10-23 00:00:00",39817,,15132
"2017-10-24 00:00:00",37477,,7501
"2017-10-25 00:00:00",39835,,12628
"2017-10-26 00:00:00",39820,,12662
"2017-10-27 00:00:00",49336,,10078
"2017-10-28 00:00:00",54731,,9770
"2017-10-29 00:00:00",49101,,11455
"2017-10-30 00:00:00",39094,,14384
"2017-10-31 00:00:00",40934,,13622
"2017-11-01 00:00:00",41172,,16697
"2017-11-02 00:00:00",41726,,32204
"2017-11-03 00:00:00",49120,,30868
"2017-11-04 00:00:00",53742,,15481
"2017-11-05 00:00:00",49633,,17549
"2017-11-06 00:00:00",35734,,12837
"2017-11-07 00:00:00",37155,,7230
"2017-11-08 00:00:00",35528,,6464
"2017-11-09 00:00:00",34556,,11454
"2017-11-10 00:00:00",46161,,11676
"2017-11-11 00:00:00",52214,,27167
"2017-11-12 00:00:00",46899,,10623
"2017-11-13 00:00:00",34239,,7525
"2017-11-14 00:00:00",34916,,11060
"2017-11-15 00:00:00",34548,,14089
"2017-11-16 00:00:00",36732,,10786
"2017-11-17 00:00:00",63909,,10797
"2017-11-18 00:00:00",93584,,52471
"2017-11-19 00:00:00",96599,,82332
"2017-11-20 00:00:00",73222,,16933
"2017-11-21 00:00:00",71280,,16066
"2017-11-22 00:00:00",71467,,15430
"2017-11-23 00:00:00",69509,,10486
"2017-11-24 00:00:00",84895,,12108
"2017-11-25 00:00:00",99655,,13063
"2017-11-26 00:00:00",95402,,14579
"2017-11-27 00:00:00",74808,,13940
"2017-11-28 00:00:00",75123,,14855
"2017-11-29 00:00:00",79865,,9809
"2017-11-30 00:00:00",74824,,12287
"2017-12-01 00:00:00",89333,,12203
"2017-12-02 00:00:00",98992,,16128
"2017-12-03 00:00:00",91042,,15958
"2017-12-04 00:00:00",69839,,14786
"2017-12-05 00:00:00",70620,,22919
"2017-12-06 00:00:00",85261,,24792
"2017-12-07 00:00:00",82604,,15491
"2017-12-08 00:00:00",90701,,13140
"2017-12-09 00:00:00",100845,,10469
"2017-12-10 00:00:00",93341,,33037
"2017-12-11 00:00:00",70966,,12693
"2017-12-12 00:00:00",68414,,16060
"2017-12-13 00:00:00",73472,,16372
"2017-12-14 00:00:00",61218,,18508
"2017-12-15 00:00:00",81503,,11464
"2017-12-16 00:00:00",95518,,16169
"2017-12-17 00:00:00",82371,,15882
"2017-12-18 00:00:00",68898,,12584
"2017-12-19 00:00:00",72470,,16641
"2017-12-20 00:00:00",76339,,13784
"2017-12-21 00:00:00",80476,,41808
"2017-12-22 00:00:00",88812,,64807
"2017-12-23 00:00:00",92471,,10062
"2017-12-24 00:00:00",84658,,12786
"2017-12-25 00:00:00",77995,,8323
"2017-12-26 00:00:00",86983,,12713
"2017-12-27 00:00:00",92090,,11264
"2017-12-28 00:00:00",92155,,11707
"2017-12-29 00:00:00",96539,,46742
"2017-12-30 00:00:00",99035,,55684
"2017-12-31 00:00:00",95477,,10508
"2018-01-01 00:00:00",87474,,12910
"2018-01-02 00:00:00",90574,,16037
"2018-01-03 00:00:00",88547,,12148
"2018-01-04 00:00:00",92955,,14208
"2018-01-05 00:00:00",102587,,17332
"2018-01-06 00:00:00",109318,,50325
"2018-01-07 00:00:00",102226,,17042
"2018-01-08 00:00:00",80542,,18234
"2018-01-09 00:00:00",78834,,27069
"2018-01-10 00:00:00",80999,,23020
"2018-01-11 00:00:00",79497,,19988
"2018-01-12 00:00:00",91391,,20985
"2018-01-13 00:00:00",107452,,22239
"2018-01-14 00:00:00",97520,,18096
"2018-01-15 00:00:00",79231,,22691
"2018-01-16 00:00:00",77053,,20321
"2018-01-17 00:00:00",79287,,12710
"2018-01-18 00:00:00",79366,,11272
"2018-01-19 00:00:00",88238,,14578
"2018-01-20 00:00:00",100428,,11832
"2018-01-21 00:00:00",94972,,12627
"2018-01-22 00:00:00",85102,,11114
"2018-01-23 00:00:00",71072,,14708
"2018-01-24 00:00:00",82543,,12878
"2018-01-25 00:00:00",82954,,13479
"2018-01-26 00:00:00",85414,,15374
"2018-01-27 00:00:00",96554,,8193
"2018-01-28 00:00:00",95701,,10702
"2018-01-29 00:00:00",74595,,12343
"2018-01-30 00:00:00",80850,,11666
"2018-01-31 00:00:00",77290,,10380
"2018-02-01 00:00:00",80086,,14853
"2018-02-02 00:00:00",89437,,11956
"2018-02-03 00:00:00",99612,,12682
"2018-02-04 00:00:00",99184,,11244
"2018-02-05 00:00:00",77394,,15299
"2018-02-06 00:00:00",79990,,11491
"2018-02-07 00:00:00",85371,,11889
"2018-02-08 00:00:00",81674,,19055
"2018-02-09 00:00:00",88099,,36913
"2018-02-10 00:00:00",98058,,10558
"2018-02-11 00:00:00",99128,,13363
"2018-02-12 00:00:00",82961,,15017
"2018-02-13 00:00:00",82384,,61121
"2018-02-14 00:00:00",76498,,61338
"2018-02-15 00:00:00",83156,,61814
"2018-02-16 00:00:00",97797,,180394
"2018-02-17 00:00:00",116140,,193333
"2018-02-18 00:00:00",125454,,253734
"2018-02-19 00:00:00",99430,,46617
"2018-02-20 00:00:00",96798,,59288
"2018-02-21 00:00:00",96344,,67559
"2018-02-22 00:00:00",94184,,22019
"2018-02-23 00:00:00",110336,,18447
"2018-02-24 00:00:00",121054,,37488
"2018-02-25 00:00:00",119290,,24750
"2018-02-26 00:00:00",97181,,39084
"2018-02-27 00:00:00",100533,,43347
"2018-02-28 00:00:00",103176,,26861
"2018-03-01 00:00:00",106002,,17877
"2018-03-02 00:00:00",119563,,19055
"2018-03-03 00:00:00",133106,,13887
"2018-03-04 00:00:00",123702,,17188
"2018-03-05 00:00:00",101042,,39389
"2018-03-06 00:00:00",117007,,43122
"2018-03-07 00:00:00",176784,,43745
"2018-03-08 00:00:00",153274,,46588
"2018-03-09 00:00:00",162181,,38278
"2018-03-10 00:00:00",178953,,54492
"2018-03-11 00:00:00",161990,,47060
"2018-03-12 00:00:00",123333,,41455
"2018-03-13 00:00:00",123552,,30616
"2018-03-14 00:00:00",110788,,39939
"2018-03-15 00:00:00",118957,,35907
"2018-03-16 00:00:00",138714,,49999
"2018-03-17 00:00:00",152188,,24297
"2018-03-18 00:00:00",139913,,37531
"2018-03-19 00:00:00",92766,,24384
"2018-03-20 00:00:00",100055,,20734
"2018-03-21 00:00:00",113768,,26605
"2018-03-22 00:00:00",107697,,31108
"2018-03-23 00:00:00",127072,,24070
"2018-03-24 00:00:00",144311,,24474
"2018-03-25 00:00:00",143612,,19356
"2018-03-26 00:00:00",113769,,15409
"2018-03-27 00:00:00",112499,,18779
"2018-03-28 00:00:00",114548,,45291
"2018-03-29 00:00:00",114748,,24852
"2018-03-30 00:00:00",130504,,15415
"2018-03-31 00:00:00",131928,,15421
"2018-04-01 00:00:00",116954,,26285
"2018-04-02 00:00:00",112092,,16905
"2018-04-03 00:00:00",106402,,19866
"2018-04-04 00:00:00",115611,,25817
"2018-04-05 00:00:00",111211,,31528
"2018-04-06 00:00:00",113381,,23147
"2018-04-07 00:00:00",114997,,24375
"2018-04-08 00:00:00",111651,,25981
"2018-04-09 00:00:00",97062,,19467
"2018-04-10 00:00:00",99065,,20131
"2018-04-11 00:00:00",99836,,19000
"2018-04-12 00:00:00",103153,,25593
"2018-04-13 00:00:00",116529,,13566
"2018-04-14 00:00:00",125070,,19841
"2018-04-15 00:00:00",115606,,30708
"2018-04-16 00:00:00",98763,,15779
"2018-04-17 00:00:00",100741,,27618
"2018-04-18 00:00:00",102921,,22458
"2018-04-19 00:00:00",99486,,28014
"2018-04-20 00:00:00",114101,,16235
"2018-04-21 00:00:00",122786,,16626
"2018-04-22 00:00:00",109659,,20027
"2018-04-23 00:00:00",94883,,15417
"2018-04-24 00:00:00",95809,,20852
"2018-04-25 00:00:00",94304,,24221
"2018-04-26 00:00:00",94136,,45756
"2018-04-27 00:00:00",104382,,19258
"2018-04-28 00:00:00",114224,,19092
"2018-04-29 00:00:00",111034,,25830
"2018-04-30 00:00:00",104954,,17474
"2018-05-01 00:00:00",101234,,16698
"2018-05-02 00:00:00",95123,,12843
"2018-05-03 00:00:00",92726,,18925
"2018-05-04 00:00:00",114267,,10989
"2018-05-05 00:00:00",115247,,20793
"2018-05-06 00:00:00",105536,,30928
"2018-05-07 00:00:00",90823,,30691
"2018-05-08 00:00:00",94746,,14554
"2018-05-09 00:00:00",95171,,13972
"2018-05-10 00:00:00",95557,,16402
"2018-05-11 00:00:00",103776,,11397
"2018-05-12 00:00:00",112276,,17427
"2018-05-13 00:00:00",102137,,14371
"2018-05-14 00:00:00",91782,,16175
"2018-05-15 00:00:00",87907,,13515
"2018-05-16 00:00:00",88788,,16427
"2018-05-17 00:00:00",90882,,18427
"2018-05-18 00:00:00",121151,,30719
"2018-05-19 00:00:00",142308,,134397
"2018-05-20 00:00:00",132135,,188964
"2018-05-21 00:00:00",126584,,22799
"2018-05-22 00:00:00",119771,,33534
"2018-05-23 00:00:00",111129,,47334
"2018-05-24 00:00:00",88049,,19630
"2018-05-25 00:00:00",124443,,19061
"2018-05-26 00:00:00",128728,,14963
"2018-05-27 00:00:00",116412,,22734
"2018-05-28 00:00:00",94252,,22433
"2018-05-29 00:00:00",102977,,14196
"2018-05-30 00:00:00",102086,,13378
"2018-05-31 00:00:00",100383,,19511
"2018-06-01 00:00:00",112414,,22708
"2018-06-02 00:00:00",118663,,26037
"2018-06-03 00:00:00",109559,,36920
"2018-06-04 00:00:00",95674,,35227
"2018-06-05 00:00:00",100292,,18605
"2018-06-06 00:00:00",99107,,15799
"2018-06-07 00:00:00",113277,,28204
"2018-06-08 00:00:00",143183,,26865
"2018-06-09 00:00:00",138078,,23865
"2018-06-10 00:00:00",126963,,25047
"2018-06-11 00:00:00",107252,,16046
"2018-06-12 00:00:00",107971,,16199
"2018-06-13 00:00:00",103912,,16129
"2018-06-14 00:00:00",105130,,19565
"2018-06-15 00:00:00",108109,,12049
"2018-06-16 00:00:00",107182,,19274
"2018-06-17 00:00:00",110746,,18753
"2018-06-18 00:00:00",94083,,57753
"2018-06-19 00:00:00",95176,,71776
"2018-06-20 00:00:00",84967,,37001
"2018-06-21 00:00:00",96030,,23952
"2018-06-22 00:00:00",102882,,22379
"2018-06-23 00:00:00",104886,,46447
"2018-06-24 00:00:00",102018,,23126
"2018-06-25 00:00:00",92010,,20282
"2018-06-26 00:00:00",94587,,33805
"2018-06-27 00:00:00",96400,,30972
"2018-06-28 00:00:00",91241,,27623
"2018-06-29 00:00:00",92605,,42015
"2018-06-30 00:00:00",97915,,39626
"2018-07-01 00:00:00",95867,,25608
"2018-07-02 00:00:00",90938,,19467
"2018-07-03 00:00:00",94167,,31781
"2018-07-04 00:00:00",101689,,51662
"2018-07-05 00:00:00",101223,,24837
"2018-07-06 00:00:00",105094,,49293
"2018-07-07 00:00:00",107758,,52614
"2018-07-08 00:00:00",103735,,64272
"2018-07-09 00:00:00",100118,,61115
"2018-07-10 00:00:00",103368,,72535
"2018-07-11 00:00:00",104640,,33700
"2018-07-12 00:00:00",101519,,56654
"2018-07-13 00:00:00",105175,,55337
"2018-07-14 00:00:00",103839,,31250
"2018-07-15 00:00:00",105208,,55844
"2018-07-16 00:00:00",102451,,47594
"2018-07-17 00:00:00",110262,,40094
"2018-07-18 00:00:00",115114,,43136
"2018-07-19 00:00:00",109919,,44098
"2018-07-20 00:00:00",112900,,47823
"2018-07-21 00:00:00",114890,,47681
"2018-07-22 00:00:00",117024,,19832
"2018-07-23 00:00:00",101733,,44955
"2018-07-24 00:00:00",103414,,21837
"2018-07-25 00:00:00",101492,,32730
"2018-07-26 00:00:00",99899,,29651
"2018-07-27 00:00:00",99937,,26007
"2018-07-28 00:00:00",100351,,33554
"2018-07-29 00:00:00",100890,,27959
"2018-07-30 00:00:00",98632,,62109
"2018-07-31 00:00:00",97898,,60506
"2018-08-01 00:00:00",98429,,17857
"2018-08-02 00:00:00",98668,,50704
"2018-08-03 00:00:00",99352,,47783
"2018-08-04 00:00:00",101525,,48028
"2018-08-05 00:00:00",104660,,57154
"2018-08-06 00:00:00",101685,,44248
"2018-08-07 00:00:00",102510,,45358
"2018-08-08 00:00:00",103377,,45802
"2018-08-09 00:00:00",99770,,18257
"2018-08-10 00:00:00",92390,,39767
"2018-08-11 00:00:00",95825,,14800
"2018-08-12 00:00:00",96412,,43066
"2018-08-13 00:00:00",94901,,61239
"2018-08-14 00:00:00",98694,,51755
"2018-08-15 00:00:00",96687,,46168
"2018-08-16 00:00:00",95486,,52812
"2018-08-17 00:00:00",115832,,128067
"2018-08-18 00:00:00",130546,,143275
"2018-08-19 00:00:00",135451,,211067
"2018-08-20 00:00:00",130937,,31637
"2018-08-21 00:00:00",115763,,51833
"2018-08-22 00:00:00",127904,,41546
"2018-08-23 00:00:00",117509,,19912
"2018-08-24 00:00:00",119387,,18359
"2018-08-25 00:00:00",125197,,46291
"2018-08-26 00:00:00",123400,,45971
"2018-08-27 00:00:00",112769,,61157
"2018-08-28 00:00:00",113633,,27785
"2018-08-29 00:00:00",111728,,22703
"2018-08-30 00:00:00",109767,,18516
"2018-08-31 00:00:00",116400,,17297
"2018-09-01 00:00:00",120196,,17382
"2018-09-02 00:00:00",114438,,19257
"2018-09-03 00:00:00",103969,,21863
"2018-09-04 00:00:00",100068,,46608
"2018-09-05 00:00:00",131179,,47315
"2018-09-06 00:00:00",115465,,37656
"2018-09-07 00:00:00",132514,,48089
"2018-09-08 00:00:00",143730,,26248
"2018-09-09 00:00:00",133116,,48540
"2018-09-10 00:00:00",106701,,20293
"2018-09-11 00:00:00",115973,,24259
"2018-09-12 00:00:00",109740,,36837
"2018-09-13 00:00:00",102976,,34150
"2018-09-14 00:00:00",121226,,34911
"2018-09-15 00:00:00",135045,,15880
"2018-09-16 00:00:00",125152,,13178
"2018-09-17 00:00:00",96234,,21197
"2018-09-18 00:00:00",84296,,45064
"2018-09-19 00:00:00",92501,,42045
"2018-09-20 00:00:00",94771,,48590
"2018-09-21 00:00:00",111938,,35818
"2018-09-22 00:00:00",124402,,42233
"2018-09-23 00:00:00",126777,,36721
"2018-09-24 00:00:00",93336,,44563
"2018-09-25 00:00:00",96011,,48598
"2018-09-26 00:00:00",98224,,46124
"2018-09-27 00:00:00",93838,,32338
"2018-09-28 00:00:00",104731,,39309
"2018-09-29 00:00:00",120925,,42190
"2018-09-30 00:00:00",128742,,41689
"2018-10-01 00:00:00",89811,,16571
"2018-10-02 00:00:00",103859,,19096
"2018-10-03 00:00:00",103513,,20314
"2018-10-04 00:00:00",97084,,21636
"2018-10-05 00:00:00",106187,,12276
"2018-10-06 00:00:00",123540,,15218
"2018-10-07 00:00:00",114832,,20906
"2018-10-08 00:00:00",93751,,40487
"2018-10-09 00:00:00",91079,,40606
"2018-10-10 00:00:00",88462,,46862
"2018-10-11 00:00:00",86674,,46989
"2018-10-12 00:00:00",104687,,16311
"2018-10-13 00:00:00",116878,,19161
"2018-10-14 00:00:00",105244,,16602
"2018-10-15 00:00:00",81899,,17087
"2018-10-16 00:00:00",82457,,14495
"2018-10-17 00:00:00",83135,,18410
"2018-10-18 00:00:00",74790,,22756
"2018-10-19 00:00:00",98100,,9103
"2018-10-20 00:00:00",110389,,11749
"2018-10-21 00:00:00",98350,,12879
"2018-10-22 00:00:00",78477,,20269
"2018-10-23 00:00:00",80593,,16900
"2018-10-24 00:00:00",81915,,20580
"2018-10-25 00:00:00",85027,,18829
"2018-10-26 00:00:00",119919,,11613
"2018-10-27 00:00:00",123993,,12299
"2018-10-28 00:00:00",109146,,14801
"2018-10-29 00:00:00",86014,,13328
"2018-10-30 00:00:00",83350,,10021
"2018-10-31 00:00:00",81973,,12448
"2018-11-01 00:00:00",83860,,9964
"2018-11-02 00:00:00",92803,,37756
"2018-11-03 00:00:00",98551,,16853
"2018-11-04 00:00:00",88432,,15325
"2018-11-05 00:00:00",67888,,14928
"2018-11-06 00:00:00",69185,,17183
"2018-11-07 00:00:00",69112,,11181
"2018-11-08 00:00:00",68480,,37997
"2018-11-09 00:00:00",81381,,35224
"2018-11-10 00:00:00",95421,,14659
"2018-11-11 00:00:00",87034,,12847
"2018-11-12 00:00:00",67068,,11930
"2018-11-13 00:00:00",69018,,42789
"2018-11-14 00:00:00",63082,,10921
"2018-11-15 00:00:00",69210,,35404
"2018-11-16 00:00:00",93847,,20774
"2018-11-17 00:00:00",114655,,124927
"2018-11-18 00:00:00",113514,,178256
"2018-11-19 00:00:00",86188,,39266
"2018-11-20 00:00:00",88439,,52027
"2018-11-21 00:00:00",88184,,47945
"2018-11-22 00:00:00",87101,,34786
"2018-11-23 00:00:00",100470,,19644
"2018-11-24 00:00:00",115938,,13212
"2018-11-25 00:00:00",106763,,18260
"2018-11-26 00:00:00",80694,,15960
"2018-11-27 00:00:00",84153,,14485
"2018-11-28 00:00:00",77417,,14441
"2018-11-29 00:00:00",83117,,32964
"2018-11-30 00:00:00",98156,,39385
"2018-12-01 00:00:00",118926,,41548
"2018-12-02 00:00:00",109578,,47750
"2018-12-03 00:00:00",81308,,20071
"2018-12-04 00:00:00",74274,,30316
"2018-12-05 00:00:00",105418,,48030
"2018-12-06 00:00:00",98490,,42308
"2018-12-07 00:00:00",109276,,47860
"2018-12-08 00:00:00",121731,,16053
"2018-12-09 00:00:00",111757,,24522
"2018-12-10 00:00:00",86727,,39819
"2018-12-11 00:00:00",86450,,30162
"2018-12-12 00:00:00",87966,,36858
"2018-12-13 00:00:00",87333,,37322
"2018-12-14 00:00:00",101520,,16352
"2018-12-15 00:00:00",114102,,46276
"2018-12-16 00:00:00",104805,,49454
"2018-12-17 00:00:00",76609,,53408
"2018-12-18 00:00:00",83902,,34029
"2018-12-19 00:00:00",85647,,29711
"2018-12-20 00:00:00",85425,,19563
"2018-12-21 00:00:00",104888,,28668
"2018-12-22 00:00:00",113148,,20514
"2018-12-23 00:00:00",106929,,17581
"2018-12-24 00:00:00",99220,,11889
"2018-12-25 00:00:00",113159,,14763
"2018-12-26 00:00:00",116734,,16217
"2018-12-27 00:00:00",113423,,31656
"2018-12-28 00:00:00",120624,,30826
"2018-12-29 00:00:00",130554,,21158
"2018-12-30 00:00:00",128939,,35018
"2018-12-31 00:00:00",121531,,38046
"2019-01-01 00:00:00",115245,,27136
"2019-01-02 00:00:00",116029,,37282
"2019-01-03 00:00:00",116388,,40116
"2019-01-04 00:00:00",131544,,51111
"2019-01-05 00:00:00",137631,,20541
"2019-01-06 00:00:00",125619,,24038
"2019-01-07 00:00:00",101320,,30518
"2019-01-08 00:00:00",100987,,28508
"2019-01-09 00:00:00",100656,,51478
"2019-01-10 00:00:00",98973,,40331
"2019-01-11 00:00:00",113337,,33650
"2019-01-12 00:00:00",127994,,28321
"2019-01-13 00:00:00",121317,,26232
"2019-01-14 00:00:00",96645,,49888
"2019-01-15 00:00:00",96971,,56535
"2019-01-16 00:00:00",97432,,36382
"2019-01-17 00:00:00",97225,,39994
"2019-01-18 00:00:00",108348,,35584
"2019-01-19 00:00:00",122974,,37865
"2019-01-20 00:00:00",120265,,57654
"2019-01-21 00:00:00",97265,,24673
"2019-01-22 00:00:00",99868,,42758
"2019-01-23 00:00:00",102869,,45705
"2019-01-24 00:00:00",98843,,28263
"2019-01-25 00:00:00",105246,,32601
"2019-01-26 00:00:00",137626,,34438
"2019-01-27 00:00:00",135617,,43054
"2019-01-28 00:00:00",106544,,38251
"2019-01-29 00:00:00",98161,,32371
"2019-01-30 00:00:00",101967,,106550
"2019-01-31 00:00:00",99800,,97230
"2019-02-01 00:00:00",106006,,20293
"2019-02-02 00:00:00",124735,,42985
"2019-02-03 00:00:00",122361,,39515
"2019-02-04 00:00:00",89903,,14272
"2019-02-05 00:00:00",80569,,13060
"2019-02-06 00:00:00",92929,,11059
"2019-02-07 00:00:00",90643,,11879
"2019-02-08 00:00:00",99168,,10671
"2019-02-09 00:00:00",122695,,13686
"2019-02-10 00:00:00",123491,,12993
"2019-02-11 00:00:00",96816,,85090
"2019-02-12 00:00:00",97120,,77514
"2019-02-13 00:00:00",101698,,80071
