"DateTime","Players","Flags","Twitch Viewers"
"2017-04-21 00:00:00",19,,2
"2017-04-22 00:00:00",4,,5749
"2017-04-23 00:00:00",,,0
"2017-04-24 00:00:00",17,,1
"2017-04-25 00:00:00",17,,0
"2017-04-26 00:00:00",25,,0
"2017-04-27 00:00:00",23,,6
"2017-04-28 00:00:00",23,,2076
"2017-04-29 00:00:00",3,,1010
"2017-04-30 00:00:00",1,,3
"2017-05-01 00:00:00",18,,5153
"2017-05-02 00:00:00",24,,0
"2017-05-03 00:00:00",28,,0
"2017-05-04 00:00:00",31,,4
"2017-05-05 00:00:00",20,,0
"2017-05-06 00:00:00",16,,1075
"2017-05-07 00:00:00",15,,48
"2017-05-08 00:00:00",34,,62
"2017-05-09 00:00:00",28,,0
"2017-05-10 00:00:00",37,,0
"2017-05-11 00:00:00",37,,0
"2017-05-12 00:00:00",37,,228
"2017-05-13 00:00:00",16,,620
"2017-05-14 00:00:00",20,,1339
"2017-05-15 00:00:00",34,,4
"2017-05-16 00:00:00",39,,0
"2017-05-17 00:00:00",39,,2367
"2017-05-18 00:00:00",38,,4
"2017-05-19 00:00:00",37,,0
"2017-05-20 00:00:00",22,,2130
"2017-05-21 00:00:00",22,,39
"2017-05-22 00:00:00",43,,0
"2017-05-23 00:00:00",40,,0
"2017-05-24 00:00:00",38,,0
"2017-05-25 00:00:00",37,,0
"2017-05-26 00:00:00",39,,6736
"2017-05-27 00:00:00",31,,6684
"2017-05-28 00:00:00",26,,253
"2017-05-29 00:00:00",27,,1526
"2017-05-30 00:00:00",10,,1174
"2017-05-31 00:00:00",7,,20595
"2017-06-01 00:00:00",13568,,30906
"2017-06-02 00:00:00",18331,,57509
"2017-06-03 00:00:00",18966,,46951
"2017-06-04 00:00:00",18139,,30168
"2017-06-05 00:00:00",16398,,48400
"2017-06-06 00:00:00",14067,,20957
"2017-06-07 00:00:00",13301,,26416
"2017-06-08 00:00:00",12304,,24877
"2017-06-09 00:00:00",12574,,19084
"2017-06-10 00:00:00",13191,,23211
"2017-06-11 00:00:00",12379,,20351
"2017-06-12 00:00:00",10169,,23374
"2017-06-13 00:00:00",9659,,17850
"2017-06-14 00:00:00",9189,,11086
"2017-06-15 00:00:00",9132,,14585
"2017-06-16 00:00:00",9157,,38127
"2017-06-17 00:00:00",9530,,23057
"2017-06-18 00:00:00",8963,,33158
"2017-06-19 00:00:00",7786,,7840
"2017-06-20 00:00:00",7850,,8900
"2017-06-21 00:00:00",7305,,8017
"2017-06-22 00:00:00",7414,,13614
"2017-06-23 00:00:00",7378,,12519
"2017-06-24 00:00:00",7865,,16408
"2017-06-25 00:00:00",7358,,12590
"2017-06-26 00:00:00",6534,,21418
"2017-06-27 00:00:00",6453,,6073
"2017-06-28 00:00:00",6192,,5448
"2017-06-29 00:00:00",5929,,7154
"2017-06-30 00:00:00",6250,,6705
"2017-07-01 00:00:00",6473,,15908
"2017-07-02 00:00:00",6392,,18757
"2017-07-03 00:00:00",5883,,6135
"2017-07-04 00:00:00",5785,,4886
"2017-07-05 00:00:00",5599,,3966
"2017-07-06 00:00:00",5266,,4565
"2017-07-07 00:00:00",5941,,4933
