"DateTime","Players","Players Trend","Twitch Viewers"
"2021-05-25 18:30:00",25071,15969.709015376982,45682
"2021-05-25 18:40:00",24995,15965.438946759261,46555
"2021-05-25 18:50:00",24887,15960.795249118166,45440
"2021-05-25 19:00:00",24670,15955.367063492064,42355
"2021-05-25 19:10:00",24547,15948.408427028222,39687
"2021-05-25 19:20:00",24470,15938.857321979722,34463
"2021-05-25 19:30:00",24227,15927.898334160052,34227
"2021-05-25 19:40:00",24013,15917.489886463845,32239
"2021-05-25 19:50:00",23877,15907.397955246914,32560
"2021-05-25 20:00:00",23594,15897.544518849205,30392
"2021-05-25 20:10:00",23128,15888.414179618607,34015
"2021-05-25 20:20:00",22669,15879.528108465609,29437
"2021-05-25 20:30:00",22347,15871.645854001323,29545
"2021-05-25 20:40:00",21964,15863.770171957673,30338
"2021-05-25 20:50:00",21511,15855.917886078045,31072
"2021-05-25 21:00:00",20954,15847.553819444447,33660
"2021-05-25 21:10:00",20384,15839.606495260141,34573
"2021-05-25 21:20:00",19916,15832.068466159613,31513
"2021-05-25 21:30:00",19345,15824.256510416666,30136
"2021-05-25 21:40:00",18778,15816.609567901232,29063
"2021-05-25 21:50:00",18463,15809.120797508815,34109
"2021-05-25 22:00:00",17828,15800.030299272486,33229
"2021-05-25 22:10:00",17238,15791.796633873455,32882
"2021-05-25 22:20:00",16842,15786.896604938273,32961
"2021-05-25 22:30:00",16375,15783.1900421627,33402
"2021-05-25 22:40:00",15963,15780.672012786596,32698
"2021-05-25 22:50:00",15720,15779.34403935185,33667
"2021-05-25 23:00:00",15420,15778.670634920632,29733
"2021-05-25 23:10:00",15083,15778.348600088182,29399
"2021-05-25 23:20:00",8120,15757.618827160491,29593
"2021-05-25 23:30:00",13691,15780.643001818782,32414
"2021-05-25 23:40:00",14023,15782.859292328041,32540
"2021-05-25 23:50:00",13879,15782.816358024691,33064
"2021-05-26 00:00:00",13741,15782.77488425926,33484
"2021-05-26 00:10:00",13582,15782.057636133157,33902
"2021-05-26 00:20:00",13576,15780.900518077602,34690
"2021-05-26 00:30:00",13442,15778.328125,34464
"2021-05-26 00:40:00",13347,15775.478822200177,35290
"2021-05-26 00:50:00",13244,15772.5828166336,32907
"2021-05-26 01:00:00",13199,15769.72693452381,30801
"2021-05-26 01:10:00",13144,15767.219025573195,31700
"2021-05-26 01:20:00",13187,15765.145130621691,32575
"2021-05-26 01:30:00",13178,15762.80328207672,28622
"2021-05-26 01:40:00",13219,15760.65200617284,27011
"2021-05-26 01:50:00",13107,15758.28583829365,27257
"2021-05-26 02:00:00",12892,15755.52418154762,19875
"2021-05-26 02:10:00",12831,15753.568287037038,19257
"2021-05-26 02:20:00",12710,15751.45632164903,18933
"2021-05-26 02:30:00",12638,15750.022569444445,18830
"2021-05-26 02:40:00",12573,15748.74571483686,17890
"2021-05-26 02:50:00",12367,15746.709442515432,13254
"2021-05-26 03:00:00",12156,15745.39236111111,14991
"2021-05-26 03:10:00",11895,15743.875172233244,14663
"2021-05-26 03:20:00",11677,15742.298459545855,15089
"2021-05-26 03:30:00",11309,15739.990265376982,14713
"2021-05-26 03:40:00",11055,15737.884893077602,14549
"2021-05-26 03:50:00",10926,15736.274815365961,13873
"2021-05-26 04:00:00",10780,15734.951967592591,14543
"2021-05-26 04:10:00",10514,15732.946662808641,11858
"2021-05-26 04:20:00",10312,15731.074404761905,9968
"2021-05-26 04:30:00",10095,15728.888020833332,9119
"2021-05-26 04:40:00",9943,15727.2471340388,8444
"2021-05-26 04:50:00",9825,15725.729394014548,7413
"2021-05-26 05:00:00",9704,15724.040674603173,7910
"2021-05-26 05:10:00",9627,15722.759307484564,7036
"2021-05-26 05:20:00",9535,15721.19416887125,7097
"2021-05-26 05:30:00",9454,15719.677000661373,7303
"2021-05-26 05:40:00",9419,15719.06856261023,20512
"2021-05-26 05:50:00",9413,15718.564670138887,16080
"2021-05-26 06:00:00",9378,15718.373718584653,16820
"2021-05-26 06:10:00",9332,15718.537705302024,16699
"2021-05-26 06:20:00",9454,15719.465470679008,16675
"2021-05-26 06:30:00",9494,15720.116567460313,16676
"2021-05-26 06:40:00",9576,15721.201471560842,16064
"2021-05-26 06:50:00",9574,15722.827842537474,17293
"2021-05-26 07:00:00",9665,15725.946097883594,17610
"2021-05-26 07:10:00",9852,15730.55844218474,17848
"2021-05-26 07:20:00",9989,15735.451829805992,17119
"2021-05-26 07:30:00",10028,15740.522135416662,10109
"2021-05-26 07:40:00",10088,15745.846202601408,10155
"2021-05-26 07:50:00",10189,15751.10289214065,10652
"2021-05-26 08:00:00",10313,15757.16245039682,9749
"2021-05-26 08:10:00",10515,15765.220513668428,10153
"2021-05-26 08:20:00",10644,15774.686397707228,10351
"2021-05-26 08:30:00",10859,15784.518167162696,10771
"2021-05-26 08:40:00",11067,15794.528163580244,12073
"2021-05-26 08:50:00",11238,15804.214485504846,12636
"2021-05-26 09:00:00",11348,15813.832341269837,12916
"2021-05-26 09:10:00",11274,15822.616767250878,13015
